Class	Method	English Term	Translated Term	Translated Term	Remarks	Example URL
Aware_JP2_ItemViewer		Pan Down			Buttons used when zooming in and out on an image in the Aware JP2 server	"http://ufdc.ufl.edu/l/UF00071726/00019/1x?coord=29.6450422,-82.34721339999998,,&vo=12"
Aware_JP2_ItemViewer		Pan Left			Buttons used when zooming in and out on an image in the Aware JP2 server	"http://ufdc.ufl.edu/l/UF00071726/00019/1x?coord=29.6450422,-82.34721339999998,,&vo=12"
Aware_JP2_ItemViewer		Pan Right			Buttons used when zooming in and out on an image in the Aware JP2 server	"http://ufdc.ufl.edu/l/UF00071726/00019/1x?coord=29.6450422,-82.34721339999998,,&vo=12"
Aware_JP2_ItemViewer		Click on Thumbnail to Recenter Image			Text under the thumbnail in the nav menu	"http://ufdc.ufl.edu/l/UF00071726/00019/1x?coord=29.6450422,-82.34721339999998,,&vo=12"
Aware_JP2_ItemViewer		THUMBNAIL			Title for the thumbnail in the nav menu	"http://ufdc.ufl.edu/l/UF00071726/00019/1x?coord=29.6450422,-82.34721339999998,,&vo=12"
Aware_JP2_ItemViewer		Small size view				
Aware_JP2_ItemViewer		Medium size view				
Aware_JP2_ItemViewer		Medium-large size view				
Aware_JP2_ItemViewer		Large size view				
Aware_JP2_ItemViewer		"To download, right click here, select 'Save Target As...' and save the JPEG2000 to your local computer."				
Aware_JP2_ItemViewer		JPEG2000 IMAGE NOT FOUND IN DATABASE!				
						
MultiVolumes_ItemViewer		All Issues			For item-level nav menu 	http://ufdc.ufl.edu/l/UF00071726/00019/allvolumes3
MultiVolumes_ItemViewer		Related Maps			For item-level nav menu 	http://ufdc.ufl.edu/l/UF00071726/00019/allvolumes3
MultiVolumes_ItemViewer		MISSING THUMBNAIL				
MultiVolumes_ItemViewer		Related Map sets				
MultiVolumes_ItemViewer		Related Flights			For item-level nav menu 	http://ufdc.ufl.edu/l/UF00071726/00019/allvolumes3
MultiVolumes_ItemViewer		All Volumes			For item-level nav menu 	http://ufdc.ufl.edu/l/UF00071726/00019/allvolumes3
MultiVolumes_ItemViewer		Tree View			Sub-option under the all volumes on the item-level nav menu	http://ufdc.ufl.edu/l/UF00071726/00019/allvolumes3
MultiVolumes_ItemViewer		Thumbnails			Sub-option under the all volumes on the item-level nav menu	http://ufdc.ufl.edu/l/UF00071726/00019/allvolumes3
MultiVolumes_ItemViewer		List View			Sub-option under the all volumes on the item-level nav menu	http://ufdc.ufl.edu/l/UF00071726/00019/allvolumes3
MultiVolumes_ItemViewer		Level 1			First level of the serial hierarchy	http://ufdc.ufl.edu/l/UF00071726/00019/allvolumes3
MultiVolumes_ItemViewer		Level 2			Second level of the serial hierarchy	http://ufdc.ufl.edu/l/UF00071726/00019/allvolumes3
MultiVolumes_ItemViewer		Level 3			Third level of the serial hierarchy	http://ufdc.ufl.edu/l/UF00071726/00019/allvolumes3
MultiVolumes_ItemViewer		Access			"Access restrictions ( private, public, restricted, etc ..)"	http://ufdc.ufl.edu/l/UF00071726/00019/allvolumes3
MultiVolumes_ItemViewer		public				
MultiVolumes_ItemViewer		private				
MultiVolumes_ItemViewer		restricted				
MultiVolumes_ItemViewer		dark				
						
PDF_ItemViewer		Download this PDF				http://ufdc.ufl.edu/l/IR00001586
						
QC_ItemViewer		% Thumbnails per page			Number of thumbnails to show per page	http://ufdc.ufl.edu/l/UF00082548/00001/qc
QC_ItemViewer		All Thumbnails			Show all thumbnails on one page	
QC_ItemViewer		Go to thumbnail:				
QC_ItemViewer		Page				
QC_ItemViewer		Division				
QC_ItemViewer		Pagination				
QC_ItemViewer		Small thumbnails			Used for hover over for thumbnail sizes	
QC_ItemViewer		Medium thumbnails			Used for hover over for thumbnail sizes	
QC_ItemViewer		Large thumbnails			Used for hover over for thumbnail sizes	
QC_ItemViewer		Overcropped				
QC_ItemViewer		Image Quality Error				
QC_ItemViewer		Technical Specification Error				
QC_ItemViewer		Other (specify)				
QC_ItemViewer		Undercropped				
QC_ItemViewer		Orientation error				
QC_ItemViewer		Skew error				
QC_ItemViewer		Blur needed				
QC_ItemViewer		Unblur needed				
QC_ItemViewer		Thumbnail size				
QC_ItemViewer		Missing icon				
QC_ItemViewer		Standard cursor				
QC_ItemViewer		Choose main thumbnail				
QC_ItemViewer		Move multiple pages				
QC_ItemViewer		Delete multiple pages				
QC_ItemViewer		Resource				
QC_ItemViewer		Edit				
QC_ItemViewer		Save				
QC_ItemViewer		Complete				
QC_ItemViewer		Cancel				
QC_ItemViewer		Clear Pagination				
QC_ItemViewer		Clear All & Reorder Pages				
QC_ItemViewer		Settings				
QC_ItemViewer		Automatic numbering				
QC_ItemViewer		No automatic numbering				
QC_ItemViewer		Within same division				
QC_ItemViewer		Entire document				
QC_ItemViewer		Drag & drop pages				
QC_ItemViewer		Enabled				
QC_ItemViewer		Enabled with confirmation				
QC_ItemViewer		Disabled				
QC_ItemViewer		View				
QC_ItemViewer		View METS				
QC_ItemViewer		View QC History				
QC_ItemViewer		View Directory				
QC_ItemViewer		Help				
QC_ItemViewer		Check for the beginning of a new division type				
QC_ItemViewer		View technical image information				
QC_ItemViewer		Delete this page and related files				
QC_ItemViewer		Open this page in a new window				
QC_ItemViewer		Mark an error on this page image				
QC_ItemViewer		Missing thumbnail				
QC_ItemViewer		MOVE SELECTED PAGES				
QC_ItemViewer		Before				
QC_ItemViewer		After				
QC_ItemViewer		PREVIEW				
QC_ItemViewer		Cancel this move				
QC_ItemViewer		SUBMIT				
QC_ItemViewer		CANCEL				
QC_ItemViewer		FILE ERROR				
QC_ItemViewer		Recapture required				
QC_ItemViewer		Processing required				
QC_ItemViewer		No File error				
QC_ItemViewer		Save this error				
QC_ItemViewer		Critical Volume error				
QC_ItemViewer		No Volume Error				
QC_ItemViewer		Invalid Images				
QC_ItemViewer		Incorrect Volume				
QC_ItemViewer		Save the resource and apply your changes				
QC_ItemViewer		Upload new page image files				
QC_ItemViewer		Comments:				
QC_ItemViewer		Go to:				
						
Related_Images_ItemViewer		% Thumbnails per page			Number of thumbnails to show per page	
Related_Images_ItemViewer		All Thumbnails			Show all thumbnails on one page	
Related_Images_ItemViewer		Go to thumbnail:				
Related_Images_ItemViewer		Page			Default term used for drop-down to go to a thumbnail (if no page label)	
Related_Images_ItemViewer		Small thumbnails			Used for hover over for thumbnail sizes	
Related_Images_ItemViewer		Medium thumbnails			Used for hover over for thumbnail sizes	
Related_Images_ItemViewer		Large thumbnails			Used for hover over for thumbnail sizes	
Related_Images_ItemViewer		Switch to small thumbnails				
Related_Images_ItemViewer		Switch to medium thumbnails				
Related_Images_ItemViewer		Switch to large thumbnails				
Related_Images_ItemViewer		Small				
Related_Images_ItemViewer		Medium				
Related_Images_ItemViewer		Large				
Related_Images_ItemViewer		MISSING THUMBNAIL				
						
YouTube_Embedded_Video_ItemViewer		Streaming Video			Title for the YouTube stream video viewer	
						
Text_Search_ItemViewer	Add_Main_Viewer_Section	Search this document			Searching for full text within a single document	
Text_Search_ItemViewer	Add_Main_Viewer_Section	Your search within this document for 			Searching for full text within a single document	http://ufdc.ufl.edu/l/UF00082548/00001/search?search=tommy
Text_Search_ItemViewer	Add_Main_Viewer_Section	AND			Searching for full text within a single document	http://ufdc.ufl.edu/l/UF00082548/00001/search?search=tommy
Text_Search_ItemViewer	Add_Main_Viewer_Section	OR 			Searching for full text within a single document	http://ufdc.ufl.edu/l/UF00082548/00001/search?search=tommy
Text_Search_ItemViewer	Add_Main_Viewer_Section	AND NOT			Searching for full text within a single document	http://ufdc.ufl.edu/l/UF00082548/00001/search?search=tommy
Text_Search_ItemViewer	Add_Main_Viewer_Section	resulted in			Searching for full text within a single document	http://ufdc.ufl.edu/l/UF00082548/00001/search?search=tommy
Text_Search_ItemViewer	Add_Main_Viewer_Section	matching pages			Searching for full text within a single document	http://ufdc.ufl.edu/l/UF00082548/00001/search?search=tommy
Text_Search_ItemViewer	Add_Main_Viewer_Section	no matching pages			Searching for full text within a single document	http://ufdc.ufl.edu/l/UF00082548/00001/search?search=tommy
Text_Search_ItemViewer	Add_Main_Viewer_Section	You can expand your results by searching for			Searching for full text within a single document	http://ufdc.ufl.edu/l/UF00082548/00001/search?search=tommy
Text_Search_ItemViewer	Add_Main_Viewer_Section	You can restrict your results by searching for			Searching for full text within a single document	http://ufdc.ufl.edu/l/UF00082548/00001/search?search=tommy
Text_Search_ItemViewer		First Page				
Text_Search_ItemViewer		Previous Page				
Text_Search_ItemViewer		Next Page				
Text_Search_ItemViewer		Last Page				
Text_Search_ItemViewer		First				
Text_Search_ItemViewer		Previous				
Text_Search_ItemViewer		Next				
Text_Search_ItemViewer		Last				
						
Tracking_ItemViewer	Add_Main_Viewer_Section	Tracking Information			Title 	http://ufdc.ufl.edu/l/UF00082548/00001/milestones?
Tracking_ItemViewer		Milestones			Tab for tracking sub-mode view	
Tracking_ItemViewer		History			Tab for tracking sub-mode view	
Tracking_ItemViewer		Media			Tab for tracking sub-mode view	
Tracking_ItemViewer		Archives			Tab for tracking sub-mode view	
Tracking_ItemViewer		Directory			Tab for tracking sub-mode view	
						
Tracking_ItemViewer	History_String	ITEM HAS NO HISTORY				http://ufdc.ufl.edu/UF00082548/00001/tracking
Tracking_ItemViewer	History_String	ITEM HISTORY				
Tracking_ItemViewer	History_String	Workflow Name				
Tracking_ItemViewer	History_String	Completed Date				
Tracking_ItemViewer	History_String	User				
Tracking_ItemViewer	History_String	Location / Notes				
						
Tracking_ItemViewer	Media_String	ITEM IS NOT ARCHIVED TO MEDIA			Section for recording DVD/CD info for archiving purposes	http://ufdc.ufl.edu/UF00082548/00001/media
Tracking_ItemViewer	Media_String	CD/DVD ARCHIVE				
Tracking_ItemViewer	Media_String	CD Number				
Tracking_ItemViewer	Media_String	File Range				
Tracking_ItemViewer	Media_String	Images				
Tracking_ItemViewer	Media_String	Size				
Tracking_ItemViewer	Media_String	Date Burned				
						
Tracking_ItemViewer	Archives_String	ITEM HAS NO ARCHIVE INFORMATION				
Tracking_ItemViewer	Archives_String	ARCHIVED FILE INFORMATION				
Tracking_ItemViewer	Archives_String	Filename				
Tracking_ItemViewer	Archives_String	Last Write Date				
Tracking_ItemViewer	Archives_String	Archived Date				
						
Tracking_ItemViewer	Directory_String	PAGE FILES			Displays all the files related to a digital resource	
Tracking_ItemViewer	Directory_String	Name			Used when displaying the directory of files for this digital resource	
Tracking_ItemViewer	Directory_String	Date Modified			Used when displaying the directory of files for this digital resource	
Tracking_ItemViewer	Directory_String	Type			Used when displaying the directory of files for this digital resource	
Tracking_ItemViewer	Directory_String	METADATA FILES			Used when displaying the directory of files for this digital resource	
Tracking_ItemViewer	Directory_String	OTHER FILES			Used when displaying the directory of files for this digital resource	
Tracking_ItemViewer	Directory_String	JPEG image			Used when displaying the directory of files for this digital resource	
Tracking_ItemViewer	Directory_String	Thumbnail image			Used when displaying the directory of files for this digital resource	
Tracking_ItemViewer	Directory_String	Archival TIFF image			Used when displaying the directory of files for this digital resource	
Tracking_ItemViewer	Directory_String	JPEG2000 Zoomable image			Used when displaying the directory of files for this digital resource	
Tracking_ItemViewer	Directory_String	Adobe Acrobat Document			Used when displaying the directory of files for this digital resource	
Tracking_ItemViewer	Directory_String	Text file			Used when displaying the directory of files for this digital resource	
Tracking_ItemViewer	Directory_String	Microsoft Office Excel Worksheet			Used when displaying the directory of files for this digital resource	
Tracking_ItemViewer	Directory_String	Microsoft Office Word Document			Used when displaying the directory of files for this digital resource	
Tracking_ItemViewer	Directory_String	Microsoft Office Powerpoint Presentation			Used when displaying the directory of files for this digital resource	
Tracking_ItemViewer	Directory_String	Shockwave Flash Object			Used when displaying the directory of files for this digital resource	
Tracking_ItemViewer	Directory_String	Citation-only METS File			Used when displaying the directory of files for this digital resource	
Tracking_ItemViewer	Directory_String	MARC XML File			Used when displaying the directory of files for this digital resource	
Tracking_ItemViewer	Directory_String	SobekCM Service METS File			Used when displaying the directory of files for this digital resource	
Tracking_ItemViewer	Directory_String	XML Document			Used when displaying the directory of files for this digital resource	
Tracking_ItemViewer	Directory_String	User-submitted METS File			Used when displaying the directory of files for this digital resource	
Tracking_ItemViewer	Directory_String	Previous METS File Version			Used when displaying the directory of files for this digital resource	
Tracking_ItemViewer	Directory_String	Backup File			Used when displaying the directory of files for this digital resource	
Tracking_ItemViewer	Directory_String	FDA Ingest Report			FDA is what we use for long-term preservation	
						
Tracking_ItemViewer	Milestones_String	DIGITIZATION MILESTONES			Used when showing the digitization milestones	http://ufdc.ufl.edu/UF00082548/00001/milestones
Tracking_ItemViewer	Milestones_String	Digital Acquisition			Used when showing the digitization milestones	
Tracking_ItemViewer	Milestones_String	Post-Acquisition Processing			Used when showing the digitization milestones	
Tracking_ItemViewer	Milestones_String	Quality Control Performed			Used when showing the digitization milestones	
Tracking_ItemViewer	Milestones_String	Online Complete			Used when showing the digitization milestones	
Tracking_ItemViewer	Milestones_String	PHYSICAL MATERIAL MILESTONES			Used when showing the digitization milestones	
Tracking_ItemViewer	Milestones_String	Materials Received			Used when showing the digitization milestones	
Tracking_ItemViewer	Milestones_String	Disposition Date			Date the physical materials left the office after digitization	
Tracking_ItemViewer	Milestones_String	Tracking Box			Used when showing the digitization milestones	
Tracking_ItemViewer	Milestones_String	Born Digital			Used when showing the digitization milestones	
Tracking_ItemViewer	Milestones_String	Disposition Advice			Used when showing the digitization milestones	
Tracking_ItemViewer	Milestones_String	Locally Stored on CD or Tape			Used when showing the digitization milestones	
Tracking_ItemViewer	Milestones_String	Archived Remotely (FDA)			FDA = Florida Digital Archive (also used for dLOC)	
Tracking_ItemViewer	Milestones_String	NOT ARCHIVED				
Tracking_ItemViewer		PHYSICAL MATERIAL RELATED FIELDS				
Tracking_ItemViewer		ARCHIVING MILESTONES				
						
abstract_ResultsViewer	Add_Issue_Tree	issue			"In the search result, if a title is all newspaper, use 'issue' and 'issues'"	
abstract_ResultsViewer	Add_Issue_Tree	issues			"In the search result, if a title is all newspaper, use 'issue' and 'issues'"	
abstract_ResultsViewer	Add_Issue_Tree	flight line			"In the search result, if a title is all aerial photography use 'flight line' and 'flight lines'"	
abstract_ResultsViewer	Add_Issue_Tree	flight lines			"In the search result, if a title is all aerial photography use 'flight line' and 'flight lines'"	
abstract_ResultsViewer	Add_Issue_Tree	map set			"In the search result, if a title is all maps use 'map set' and 'map sets'"	
abstract_ResultsViewer	Add_Issue_Tree	map sets			"In the search result, if a title is all maps use 'map set' and 'map sets'"	
abstract_ResultsViewer	Add_Issue_Tree	photograph set			"In the search result, if a title is all newspaper, use 'photographic set' and 'photographic sets'"	
abstract_ResultsViewer	Add_Issue_Tree	photograph sets			"In the search result, if a title is all newspaper, use 'photographic set' and 'photographic sets'"	
abstract_ResultsViewer	Add_Issue_Tree	video			"In the search result, if a title is all videos use 'video' and 'videos'"	
abstract_ResultsViewer	Add_Issue_Tree	videos			"In the search result, if a title is all videos use 'video' and 'videos'"	
abstract_ResultsViewer	Add_Issue_Tree	audio item			"In the search result, if a title is all audio use 'audio item' and 'audio items'"	
abstract_ResultsViewer	Add_Issue_Tree	audio items			"In the search result, if a title is all audio use 'audio item' and 'audio items'"	
abstract_ResultsViewer		audio				
abstract_ResultsViewer		audios				
abstract_ResultsViewer	Add_Issue_Tree	artifact			"In the search result, if a title is all artifacts use 'artifact' and 'artifacts'"	
abstract_ResultsViewer	Add_Issue_Tree	artifacts			"In the search result, if a title is all artifacts use 'artifact' and 'artifacts'"	
abstract_ResultsViewer	Add_Issue_Tree	item			"In the search result, if a title is all newspaper, use 'item' and 'itens'"	
abstract_ResultsViewer	Add_Issue_Tree	items			"In the search result, if a title is all newspaper, use 'item' and 'itens'"	
						
PagedResults_HtmlSubwriter	constructor	Search has been saved to your saved searches.			Message when a user saves a search from the search results screen	
PagedResults_HtmlSubwriter	constructor	ERROR encountered while saving your search!			Error occurs during save!	
PagedResults_HtmlSubwriter	constructor	Your email has been sent			Message when a user sends search results via email to a friend	
PagedResults_HtmlSubwriter		ERROR encountered while saving!				
PagedResults_HtmlSubwriter		Title				
PagedResults_HtmlSubwriter		Rank				
PagedResults_HtmlSubwriter		BibID Ascending				
PagedResults_HtmlSubwriter		BibID Descending				
PagedResults_HtmlSubwriter		Date Ascending				
PagedResults_HtmlSubwriter		Date Descending				
						
PagedResults_HtmlSubwriter		Date Added			Sort value (rest are standard metadata terms)	
PagedResults_HtmlSubwriter		Bookshelf View				
PagedResults_HtmlSubwriter		Brief View				
PagedResults_HtmlSubwriter		Map View				
PagedResults_HtmlSubwriter		Table View				
PagedResults_HtmlSubwriter		Thumbnail View				
PagedResults_HtmlSubwriter		Export				
PagedResults_HtmlSubwriter		{0} - {1} of {2} matching titles				
PagedResults_HtmlSubwriter		{0} - {1} of {2} matching coordinates				
PagedResults_HtmlSubwriter		{0} - {1} of {2} matching flights				
PagedResults_HtmlSubwriter		Public Bookshelf				
PagedResults_HtmlSubwriter		Browse				
PagedResults_HtmlSubwriter		Search				
PagedResults_HtmlSubwriter		{1} items for export			"i.e., 12 items for export"	
PagedResults_HtmlSubwriter		Add this to your Saved Searches			Title for the saved searches pop-up form	
PagedResults_HtmlSubwriter		Enter notes for this public bookshelf			Prompt for adding notes to a public bookshelf during save	
PagedResults_HtmlSubwriter		Enter notes for this browse			Prompt for adding notes to a browse during save	
PagedResults_HtmlSubwriter		Enter notes for this search			Prompt for adding notes to a search during save	
PagedResults_HtmlSubwriter		Description:			Add description to the saved search	
PagedResults_HtmlSubwriter		and			Used to recreate the user's search in clear language	http://www.dloc.com/results/?t=haiti
PagedResults_HtmlSubwriter		or			Used to recreate the user's search in clear language	http://www.dloc.com/results/?t=haiti
PagedResults_HtmlSubwriter		not			Used to recreate the user's search in clear language	http://www.dloc.com/results/?t=haiti
PagedResults_HtmlSubwriter		resulted in no matching records.			Used to recreate the user's search in clear language	http://www.dloc.com/results/?t=haiti
PagedResults_HtmlSubwriter		resulted in one matching record.			Used to recreate the user's search in clear language	http://www.dloc.com/results/?t=haiti
PagedResults_HtmlSubwriter		resulted in {0} matching records.			Used to recreate the user's search in clear language	http://www.dloc.com/results/?t=haiti
PagedResults_HtmlSubwriter		resulted in one item in 			Used to recreate the user's search in clear language	http://www.dloc.com/results/?t=haiti
PagedResults_HtmlSubwriter		resulted in {0} items in			Used to recreate the user's search in clear language	http://www.dloc.com/results/?t=haiti
PagedResults_HtmlSubwriter		one title			Used to recreate the user's search in clear language	http://www.dloc.com/results/?t=haiti
PagedResults_HtmlSubwriter		titles			Used to recreate the user's search in clear language	http://www.dloc.com/results/?t=haiti
PagedResults_HtmlSubwriter		resulted in no matching flights.			Used to recreate the user's search in clear language	http://www.dloc.com/results/?t=haiti
PagedResults_HtmlSubwriter		resulted in one matching flight.			Used to recreate the user's search in clear language	http://www.dloc.com/results/?t=haiti
PagedResults_HtmlSubwriter		resulted in {0} matching flights.			Used to recreate the user's search in clear language	http://www.dloc.com/results/?t=haiti
PagedResults_HtmlSubwriter		resulted in one flight in 			Used to recreate the user's search in clear language	http://www.dloc.com/results/?t=haiti
PagedResults_HtmlSubwriter		resulted in {0} flights in 			Used to recreate the user's search in clear language	http://www.dloc.com/results/?t=haiti
PagedResults_HtmlSubwriter		one county			Used to recreate the user's search in clear language	http://www.dloc.com/results/?t=haiti
PagedResults_HtmlSubwriter		counties			Used to recreate the user's search in clear language	http://www.dloc.com/results/?t=haiti
PagedResults_HtmlSubwriter		Your search of {0} for 			Used to recreate the user's search in clear language	http://www.dloc.com/results/?t=haiti
PagedResults_HtmlSubwriter		Your geographic search of {0}			Used to recreate the user's search in clear language	http://www.dloc.com/results/?t=haiti
PagedResults_HtmlSubwriter		in 			Used to recreate the user's search in clear language	http://www.dloc.com/results/?t=haiti
PagedResults_HtmlSubwriter		NARROW RESULTS BY			Title on the facet column	http://www.dloc.com/results/?t=haiti
PagedResults_HtmlSubwriter		Show More			Used in the facet colum	http://www.dloc.com/results/?t=haiti
PagedResults_HtmlSubwriter		Show Less			Used in the facet colum	http://www.dloc.com/results/?t=haiti
PagedResults_HtmlSubwriter		Sort alphabetically			Used in the facet colum	http://www.dloc.com/results/?t=haiti
PagedResults_HtmlSubwriter		Sort by frequency			Used in the facet colum	http://www.dloc.com/results/?t=haiti
PagedResults_HtmlSubwriter		Sort by				
PagedResults_HtmlSubwriter		BRIEF				
PagedResults_HtmlSubwriter		THUMB				
PagedResults_HtmlSubwriter		Enter the email inforamtion below				
PagedResults_HtmlSubwriter		To:				
PagedResults_HtmlSubwriter		Comments:				
PagedResults_HtmlSubwriter		HTML				
PagedResults_HtmlSubwriter		Plain Text				
PagedResults_HtmlSubwriter		UNRECOGNIZED SEARCH				
						
Bookshelf_View_ResultsViewer		TITLE / NOTES			Table header for the title/notes column	
Bookshelf_View_ResultsViewer		Remove all checked items from your bookshelf			Hover over text for the bulk remove action in the bookshelf view	
Bookshelf_View_ResultsViewer		remove			Text for the remove action in the bookshelf view	
Bookshelf_View_ResultsViewer		Move all checked items to a new bookshelf			Hover over text for the bulk move action in the bookshelf view	
Bookshelf_View_ResultsViewer		move			Text for the move action in the bookshelf view	
Bookshelf_View_ResultsViewer		Select or unselect all items in this bookshelf			Hover over for button to select or unselect all items in the bookshelf	
Bookshelf_View_ResultsViewer		Remove this item from your bookshelf			Hover over text for the remove action in the bookshelf view	
Bookshelf_View_ResultsViewer		Move this item to a new bookshelf			Hover over text for the move action in the bookshelf view	
Bookshelf_View_ResultsViewer		Send this item to a friend			Hover over text for the send action in the bookshelf view	
Bookshelf_View_ResultsViewer		send			Text for the send action in the bookshelf view	
Bookshelf_View_ResultsViewer		Edit this item			Hover over text for the edit action in the bookshelf view	
Bookshelf_View_ResultsViewer		edit			Text for the edit action in the bookshelf view	
Bookshelf_View_ResultsViewer		Select or unselect this item			Hover over text for the checkbox which selects or deselects an item for bulk actions	
Bookshelf_View_ResultsViewer		edit note			Text for the link to edit an existing note on an item in your bookshelf	
Bookshelf_View_ResultsViewer		add note			Text for the link to add a new note to an item in your bookshelf	
Bookshelf_View_ResultsViewer		ACTIONS				
						
Brief_ResultsViewer		Access Restricted			Text used when displaying an access-restricted item in the results list	
Brief_ResultsViewer		MISSING THUMBNAIL				
		 				
Export_View_ResultsViewer		This option allows you to export the list of results which match your search or browse to an excel document or CSV file for download.			Text explaining options when exporting search results	
Export_View_ResultsViewer		Select the file type below to create the report:			Prompt for user to select type of export file	
Export_View_ResultsViewer		Excel Spreadsheet file (XLS)			Excel file as export format	
Export_View_ResultsViewer		Comma-seperated value text file (CSV)			CSV file as export format	
						
Map_ResultsWriter		( varies )			"Text used when displaying a result field which is not the same for all the items within the same title.  (i.e., two different publishers over time )"	
Map_ResultsWriter		The following {0} matches in {1} sets share the same coordinate information			Results text for a single map when displaying results as a map	
Map_ResultsWriter		The following {0} matches share the same coordinate information			Results text for a single map when displaying results as a map	
Map_ResultsWriter		The following{0} matches in {1} sets have no coordinate information			"Results displayed as a map, but without coordinate information"	
Map_ResultsWriter		The following {0} matches have no coordinate information			"Results displayed as a map, but without coordinate information"	
Map_ResultsWriter		The following {0} titles have the same coordinate point			Single point shared by multiple titles	
						
No_Results_ResultsViewer		Your search returned no results.			Text displayed when no results found for a search	
No_Results_ResultsViewer		{0} result found in {1}			"for example, '10 results found in dLOC'"	
No_Results_ResultsViewer		The following matches were found:				
No_Results_ResultsViewer		%1 found in the University of Florida Library Catalog				
No_Results_ResultsViewer		One found in the University of Florida Library Catalog				
No_Results_ResultsViewer		Consider searching one of the following:				
No_Results_ResultsViewer		Online Resource				
No_Results_ResultsViewer		Physical Holdings				
						
Table_ResultsViewer		No. 			"Short for number, which is the first column of the results when shown as a table.  Number is just the result number, starting with 1."	
Table_ResultsViewer		Title				
Table_ResultsViewer		Date				
						
Thumbnail_ResultsViewer		issue			Displayed under a newspaper thumbnail like '1 issue'	
Thumbnail_ResultsViewer		issues			Displayed under a newspaper thumbnail like '2 issues'	
Thumbnail_ResultsViewer		volume			Displayed under a non-newspaper thumbnail like '1 volume'	
Thumbnail_ResultsViewer		volumes			Displayed under a non-newspaper thumbnail like '2 volumes'	
Thumbnail_ResultsViewer		Access Restricted				
						
MySobek_HtmlSubwriter	Write_General_View_Type_Selectors	"Welcome back, {0}"			Message to welcome back a user by name	
MySobek_HtmlSubwriter		%1 Home				
						
Saved_Searches_MySobekViewer		My Saved Searches			Title for the saved searches viewer	
Saved_Searches_MySobekViewer		"You do not have any saved searches or browses.<br /><br />To add a search or browse, use the ADD button while viewing the results of your search or browse."			Prompt provided if the user does not have any saved searches	
Saved_Searches_MySobekViewer		SAVED SEARCH			Header for the table which lists all the saved searches	
Saved_Searches_MySobekViewer		Click to delete this saved search			Hover over text for the delete action to remove an existing saved search	
Saved_Searches_MySobekViewer		Click to view this search			Hover over text for the view action to see the saved search	
Saved_Searches_MySobekViewer		ACTIONS				
Saved_Searches_MySobekViewer		delete				
						
						
Preferences_MySobekViewer		Register for {0}			Title when a user is registering with the system initially	
Preferences_MySobekViewer		Edit Your Account Preferences			Title when a registered/logged on user edits their account	
Preferences_MySobekViewer		Account Information			Used for registration/account editing	
Preferences_MySobekViewer		UserName			Used for registration/account editing	
Preferences_MySobekViewer		Personal Information			Used for registration/account editing	
Preferences_MySobekViewer		Family Name(s)			Used for registration/account editing	
Preferences_MySobekViewer		Given Name(s)			Used for registration/account editing	
Preferences_MySobekViewer		Last/Family Name(s)				
Preferences_MySobekViewer		First/Given Name(s)				
Preferences_MySobekViewer		Default Metadata				
Preferences_MySobekViewer		Nickname			Used for registration/account editing	
Preferences_MySobekViewer		Email			Used for registration/account editing	
Preferences_MySobekViewer		Send me monthly usage statistics for my items			Used for registration/account editing	
Preferences_MySobekViewer		Current Affiliation Information			Used for registration/account editing	
Preferences_MySobekViewer		Organization/University			Used for registration/account editing	
Preferences_MySobekViewer		College			Used for registration/account editing	
Preferences_MySobekViewer		Department			Used for registration/account editing	
Preferences_MySobekViewer		Unit			Used for registration/account editing	
Preferences_MySobekViewer		Self-Submittal Preferences			Used for registration/account editing	
Preferences_MySobekViewer		Send me an email when I submit new items			Used for registration/account editing	
Preferences_MySobekViewer		Template			Used for registration/account editing	
Preferences_MySobekViewer		Project			Used for registration/account editing	
Preferences_MySobekViewer		Default Rights			Used for registration/account editing	
Preferences_MySobekViewer		"(These are the default rights you give for sharing, repurposing, or remixing your item to other users. You can set this with each new item you submit, but this will be the default that appears.)"			Used for registration/account editing	
Preferences_MySobekViewer		"You may also select a <a title=""Explanation of different creative commons licenses."" href=""http://creativecommons.org/about/licenses/"">Creative Commons License</a> option below."			Used for registration/account editing	
Preferences_MySobekViewer		Other Preferences			Used for registration/account editing	
Preferences_MySobekViewer		Language			Used for registration/account editing	
Preferences_MySobekViewer		Password			Used for registration/account editing	
Preferences_MySobekViewer		Confirm Password			Used for registration/account editing	
Preferences_MySobekViewer		Username must be at least eight digits			Error if the username is too short	
Preferences_MySobekViewer		Select and confirm a password			Error message if a user does not enter any password information	
Preferences_MySobekViewer		Passwords do not match			Error message if passwords don't match	
Preferences_MySobekViewer		Password must be at least eight digits			Error if the password is too short	
Preferences_MySobekViewer		UFIDs are always eight digits				
Preferences_MySobekViewer		UFIDs are always numeric				
Preferences_MySobekViewer		A valid email is required			Error if the user does not provide a valid email	
Preferences_MySobekViewer		Rights statement truncated to 1000 characters.			Warning if a very long rights statement is entered	
Preferences_MySobekViewer		An account for that email address already exists.			Error if an account already exists with the same email address	
Preferences_MySobekViewer		That username is taken.  Please choose another.			Error if the user chooses a username which already exists	
Preferences_MySobekViewer		Registration for {0} is free and open to the public.  Enter your information below to be instantly registered.			Prompt for registration with the system	
Preferences_MySobekViewer		"Account information, name, and email are required for each new account."			Instructions on fields required during registration	
Preferences_MySobekViewer		Already registered?  {0}Log on{1}.			Link to logon if the user accidently ends up in registration	
